1	0.1647416576743126
2	0.18093119685848555
3	0.07113292440772057
4	0.15061679482460022
5	0.09562782074014346
6	0.07149563729763031
7	0.06360889722903569
8	0.048967987298965454
9	0.11552022770047188
10	0.05315905685226122
11	0.04532301053404808
12	0.05500320220987002
13	0.06608602280418079
14	0.05711414789160093
15	0.05235816538333893
16	0.09480717405676842
17	0.054264275978008904
18	0.046825105945269264
19	0.07123582065105438
20	0.05611105511585871
21	0.05052912856141726
22	0.0572789932290713
23	0.042755793780088425
24	0.03838502118984858
25	0.0392751470208168
26	0.04089227691292763
27	0.04682429631551107
28	0.03926793485879898
29	0.051923553148905434
30	0.053537228455146156
31	0.043280829985936485
32	0.0341730626920859
33	0.04575895518064499
34	0.043706328918536506
35	0.047233338157335915
36	0.04684016853570938
37	0.042063786337773
38	0.043990525106589
39	0.05693767468134562
40	0.03287344922622045
41	0.04991984615723292
42	0.033287876596053444
43	0.034582644080122314
44	0.03873050957918167
45	0.05656841148932775
46	0.07092894241213799
47	0.036397414902846016
48	0.04302635292212168
49	0.049770245949427284
50	0.035107955957452454
